text,fraudulent
consumertrack technology centric internet marketing company built culture excellence preferred digital advertiser premium financial brands american express discover allstate equifax 1600 websites set vision strategy clients reach connect target audience consumertrack pride team exudes leadership high initiative creativity passion joining team opportunity maximize job performance satisfaction company constantly growing committed recruit retain promote employees diversity backgrounds life experiences believe diversity fosters growth innovation ensuring remain industry leader currently looking energetic driven entrepreneurial trendsetters areas looking advance career become part team invite apply open positions consumertrack fast growing innovative internet marketing company midst explosive growth phase preferred digital advertiser premium financial brands american express discover ge capital equifax 1600 websites set vision strategy clients reach connect target audience currently looking human resources director continue raising quality bar team culture processes infrastructure successful human resources director experienced highly committed supporting company growth team growth development improving aspects hr recruiting responsibilities human resources director take highly productive team already place support help develop team continue success everything person must keen eye detail understand support fast moving dynamic young internet marketing company human resources director guides manages overall provision human resources services policies programs entire company major areas directed hr team responsible includes limited recruiting staffing organizational space planning performance management improvement systems organization development employment compliance regulatory concerns employee orientation development training policy development documentation employee relations company wide committee facilitation company employee community communication compensation benefits administration employee safety welfare wellness health office organization supplies charitable giving employee services counseling human resources director also key leader company responsibilities also including participating executive team developing vision strategic plan guide organization identify assess inform executive team internal external issues affect organization foster effective team work within entire organization represent organization community activities enhance organization community profile develop operational plan incorporates goals objectives work towards strategic direction organization ensure operation organization meets expectations executive team oversee efficient effective day day operation organization human resources director also responsible planning management determine staffing requirements strategic goals growth oversee implementation human resources policies procedures practices including development job description staff establish positive healthy safe work environment recruit interview select staff right technical personal abilities help organization mission ensure staff receives orientation organization appropriate training provided implement performance management process staff includes monitoring performance staff going basis conducting annual performance review coach mentor staff appropriate improve performance discipline staff necessary using appropriate techniques release staff necessary using appropriate legally defensible procedures establish good working relationships collaborative arrangements community groups funders politicians organizations help achieve goals organization identify evaluate risks organization people clients staff management etc property finances goodwill image implement measures control risks ensure executive team organization carries appropriate adequate insurance coverage develop implement going employee sensitivity workplace training support various projects needed education university degree related field work experience minimum 5 years leadership role within hr experience working fast growing teams experience internet marketing agency new media preferred knowledge leadership management principles relate internet media industry knowledge human resources management knowledge project management proficiency use email excel linkedin salesforce preferred personal characteristics hr director demonstrate competence following adaptability demonstrate willingness flexible versatile tolerant changing work environment maintaining effectiveness efficiency behave ethically understand ethical behaviour business practices ensure behaviour behaviour others consistent standards aligns values organization build relationships establish maintain positive working relationships others internally externally achieve goals organization communicate effectively speak listen write clear thorough timely manner using appropriate effective communication tools techniques creativity innovation develop new unique ways improve operations organization create new opportunities focus client needs anticipate understand respond needs internal external clients meet exceed expectations within organizational parameters foster teamwork work cooperatively effectively others set goals resolve problems make decisions enhance organizational effectiveness lead positively influence others achieve results best interest organization make decisions assess situations determine importance urgency risks make clear decisions timely best interests organization organize set priorities develop work schedule monitor progress towards goals track details data information activities plan determine strategies move organization forward set goals create implement actions plans evaluate process results solve problems assess problem situations identify becauses gather process relevant information generate possible solutions make recommendations resolve problem think strategically assesses options actions based trends conditions environment vision values organization competitive salary excellent growth opportunity invest excellent medical dental vision plans paid vacation holidays sick days 401k contribute 3 employee salary free gym membership elite spectrum clubs monthly complimentary catered breakfast lunches monthly employee outings ex bowling paintball bonfire etc equal opportunity employer qualified applicants receive consideration employment without regard race color religion sex national origin disability status protected veteran status characteristic protected law us ca el segundo,0
work imaginet working imaginet great get work leading edge technology well best developers project managers management industry evan bosscher application developer imaginet imaginet enables use latest tools platforms solve complex challenging problems encourages continue growing application development career peers imaginet best brightest developers country tyler doerksen cloud application specialist imaginet imaginet clients look us help toughest projects using newest technologies technology partner tames chaos turns disruption steady state makes unknown predictable forefront emerging technology trends new product releases shifts software development industry constantly learning experimenting latest greatest software platforms controls processes design patterns current projects include enterprise mobility dev ops business intelligence scrum lean kanban enterprise content management passionate part leading edge software development team commitment continuous learning want part imaginet team balance people lead dynamic lives personal commitments lie outside 9 5 imaginet recognize employees need flexibility support families hobbies charities interests stay motivated fulfilled many employees work partially home start stop work different times telecommute home office imaginet passion performance counts hours day sit office personal development want best brightest minds working us employees recognized thought leaders software development encourage continued learning imaginet employees wish write exams subsidized upon completion technical certifications receive raises exemplary results fund encourage employee participation conferences special interest speak niche software development topics practices imaginet microsoft mvps staff per capita microsoft partner encourage employees attend mvp summits microsoft redmond imaginet employees active local software community lead net user groups many employees residing cities also encourage employees present internally via lunch learns topics interest compensation even though imaginet great place work still job want paid pride promote within philosophy provide competitive compensations provide excellent health care benefits including eye dental disability also offer overtime employees want work extra hours select projects recognized leaders imaginet globally recognized within software industry premier consulting software development organization multiple microsoft gold partner telerik gold partner partner founding member lean kanban university invited speak conferences around world published numerous books microsoft press addition many microsoft mvps virtual technical specialists vtss regional directors staff experience spans 2 400 engagements 1 100 clients 17 years world leaders alm microsoft platform 1st ever winner global microsoft partner year award alm looking enhance net skills sharepoint imaginet information worker team seeks junior sharepoint developer plan enhance maintain support growing list enterprise customers seeking long term sharepoint support mission critical applications sharepoint developer design implement solutions based sharepoint 2013 2010 2007 platform job responsibilities communicate directly customers around requirements issues develop sharepoint business solutions develop custom sharepoint artifacts lists libraries workflows solutions web parts etc collaborate imaginet information worker development team participate team meetings review understanding object oriented programming understanding relational databases develops practical workable solutions technical business problems analyzes requirements potential solutions technical economic feasibility responsible identifying application need requirements designing software application specifications resources needed complete project experience sound understand following sharepoint customizations using sharepoint designer visual studio custom web part development using visual studio workflow design development using sharepoint designer visual studio infopath form development infopath web forms utilizing business connectivity services retrieving data external sources development net framework 3 0 4 0 professional image excellent communications skills written oral additional valued assets preference would given candidates experience least one following html 5 css 3 javascript exposure windows workflow foundation windows communication foundation visual studio lightswitch development demonstrated ability work collaboratively internal external customers possess strong technical troubleshooting skills goal oriented high degree initiative sharepoint server infrastructure architecture implementation configuration skills essential visual studio ide understanding net java script jquery html css sql server health dental life amp vision insurance vacation holidays 401k flexible spending account company health savings account long short term disability jr sharepoint developer us tx irving full time entry level bachelor degree information technology services,0
story great chicago fire 1871 really fire happened next remarkable moment brilliant engineers architects inventors came together build new city innovations born passion practical ingenuity shaped chicago modern world started 140 years ago continues day chicago brightest digital designers engineers entrepreneurs shaping new technologies disrupting old business models resetting boundaries possible sounds like join us come place share ideas make mistakes work hard build business little luck change world welcome 1871 photo editing apps interactive healthcare programs 1871 member company fits interests expertise whether designer marketing expert software developer startup looking company looking way innovate industry looking creative original ways looking match one amazing member companies based information provide us current needs believe skills vision help digital startups get start 1871 right place optionsaway optionsaway revolutionizing disrupting travel industry know looking experienced travel agent customer service representative industry specific experience add team part time basis since january doubled size expecting double size next year talk awesome growth story using software users search flights buy option purchase ticket future price offered member company built complex algorithms determine likelihood fares increasing tickets selling prices options accordingly need seasoned professional travel agents least 5 years experience leisure corporate travel agency core skills including air ticket fulfillment ticket exchange processing customer service handling understanding payment back office settlement agency experience retail online presence preferred online travel agency experience considered must technically proficient sabre global distribution system gds last consistent usage 3 years ago role part time start potential increase based customer volume consist flexible night early morning weekend shifts strong interest working exciting start significant growth potential ideally looking someone local spend time downtown office training meetings needed basis travel agent optionsaway us chicago part time mid senior level unspecified leisure travel tourism,0
urgent job full time amp part time cash pay home free time place spend 30 minutes 1 hours day amp get biggest cash work morning afternoon night perfect everyone start immediately earn 400 450 extra per day experience required zero start fee visit rg info experience required perfect everyone start immediately urgent job full time part time cash pay us ca los angeles part time,1
visual technology startup pioneering powerful immersive experiences next generation wearable displays condition one combines advanced 3d graphics high resolution video experiential storytelling create fundamentally new form visual communication enable better understanding human experience excited announce development zero point first movie shot 3d 360 degree video optimized oculus rift head mounted display film follow pioneers virtual reality researchers developers creating entirely new digital dimension combat training simulations department defense research labs stanford indie game developers hackers immersive video experience bring viewers future virtual reality focused specifically engaging external media partners collaboration tbd vp content partnerships us ca san francisco,0
pioneering advanced analytics vendor rapidminer redefining business analysts use big data predict future open source heritage rapidminer one today widely known used predictive analytics platforms providing powerful solutions wide variety industries pioneering advanced analytics vendor rapidminer redefining business analysts use big data predict future open source heritage rapidminer one today widely known used predictive analytics platforms providing powerful solutions wide variety industries rapidminer looking hire experienced devops engineer strong passion talent hands systems software engineering architect implement solutions across aspects systems infrastructure ensuring high availability high performance scalability stability entire infrastructure responsibilities collaborate lead cloud architect devops team developers tackle high scalability challenges come rapid growth actively monitor stability performance server infrastructure dedicated amp cloud ensure infrastructure applications stable resilient automate everything automated infrastructure implement infrastructure enables rapid development releases b computer science engineering mis related field solid experience java web app development jboss hosting tomcat load balancing haproxy strong knowledge unix tcp ip networking fundamentals experience infrastructure automation techniques tools e g puppet experience automated server provisioning virtual hosting environment experience ecommerce payment gateways preferably stripe expertise database hosting postgres mysql scaling performance tuning caching memcached redis sharp tenacious troubleshooting skills ability fix anything strong analytical skills including ability define problems collect data establish facts draw valid conclusions strong communication skills willingness take initiative contribute beyond basic responsibilities rapidminer equal opportunity employer offer competitive salaries excellent benefits us cambridge full time mid senior level bachelor degree computer software,0
apply using link directly director perianesthesia responsible directing operations pre admission testing unit pre operative unit pacu endoscopy functions achieve excellent care surgical patient person accountable strategic planning implementation staffing development policies procedures evaluation effectiveness plans quality service financial performance analysis serves liaison medical staff leadership achieve strategic growth initiatives attainment patient safety quality goals supervises managers support staff assigned areas assures excellent working relationships team building within areas key stakeholders service business areas additional requirements director peri anesthesia us full time hospital health care,1
novitex enterprise solutions formerly pitney bowes management services delivers innovative document communications management solutions help companies around world drive business process efficiencies increase productivity reduce costs improve customer satisfaction almost 30 years clients turned us integrate optimize enterprise wide business processes empower employees increase productivity maximize results trusted partner continually focus delivering secure technology enabled document communications solutions improve clients work processes enhance customer interactions drive growth currently seeking customer service team lead right candidate integral part talented team supporting continued growth position located minneapolis mn location responsibilities include limited coordinate work customer service associates greet visitors answer phones direct calls appropriately process mail deliver mail scan packages deliver mail packages run mail meter inserter equipment handle time requests day day processes team help resolve employee customer concerns issues administrative services processing large volume reports using excel assisting manager quarterly business reviews lift large bundles mail make mail deliveries handle time sensitive material perform duties special requests assigned management balance workload provide guidance direction team serve focal point communication customer company personnel ensure operating quality standards met based service objectives maintain accuracy required reports logs measurements ensure highest levels customer care ensure adherence business guidelines safety amp security procedures responsible aspects equipment make appropriate equipment recommendations provide constructive feedback recognition team support financial results minimizing site waste rework required qualifications experience coordinating deploying work employees required minimum 1 year customer service related experience required ability resolve employee customer concerns issues ability communicate verbally written customers company personnel high school diploma equivalent ged required ability effectively work individually team environment ability handle multiple projects simultaneously strong organizational administrative skills required ability meet employer attendance policy computer proficiency email environments ms word excel heavy lifting ability adhere administer companies policies procedures standing long periods time significant walking willingness work overtime needed willingness submit pre employment drug screen criminal background check preferred qualification post office mail previous shipping receiving experience us mn minneapolis full time entry level high school equivalent hospital health care,0
pricing recruiters leading global resource procurement vetting placement qualified pricing profitability professionals worldwide understand hold appreciation unique needs demands today employers job seekers work within pricing discipline across levels industries insightful knowledge pricing 5 offices 4 key international markets hold active candidate database 4 000 candidates senior analyst executive leadership contact one recruitment consultants today learn help position pricing team success strategic recruitment team buildin expertise finance job type full time location united states pennsylvania pittsburgh job level experienced posting date february 14 2014 position summary sr pricing analyst responsible developing implementing data driven guidelines tools thermo fisher scientific business units sr analyst also provide analysis technical support pricing initiatives including list prices customer discounts product conversion opportunities key responsibilities identify validate quantify new pricing improvement opportunities across entire product service portfolio maintain pipeline near mid long term opportunities track manage progress toward substantiating improvement opportunities pipeline maintain strong communication business analytics sales marketing commercial teams regularly articulate reinforce pricing strategies throughout organization provide subject matter expertise sales teams pricing strategy implementation develop drive data driven pricing guidelines tools business units provide analysis technical support pricing initiatives include setting list prices determine customer specific discounts identify product conversion opportunities determine new product introduction price positioning optimizing price value work closely marketing product management finance teams determine optimal launch price teach mentor commercial teams strategies tactics approach price attainment selling activities perform ad hoc data analysis business units around customer products vendors dynamics develop tools sql excel help guide sales team setting strategic prices market implement pricing improvement programs track financial impact identify validate execute opportunities sales performance improvements prepare executive level reports findings opportunities increase price attainment businesses support development refinement tools policies procedures enhance existing performance perform duties assigned minimum requirements qualifications strong commercial orientation balance pricing strategic business management capabilities passion understanding pricing strategies execution methodologies manufacturing distribution business ability work cross functionally effectively influence partner must relate well kinds people listens builds constructive relationships uses diplomacy tact shows creativity innovation presenting ideas strategic thinker problem solver detail oriented organized analytical ability handle multiple projects time ability drive projects activities successful conclusion operating high sense urgency excellent analytical capabilities including excel relational database skills experience depth financial modeling well demonstrated analytical statistical problem solving skills including data handling relational database programming candidates must bachelor degree business operations mathematics scientific field advanced degree business science preferred minimum 3 5 years work experience related field demonstrated ability operate independently broad general guidance framework defined business objectives prior experience working large corporate environment diversified complex organization preferred candidates comfortable operating within matrix structure strong intellect drive communication skills ability travel lt 10 non negotiable hiring criteria strong communication influencing skills excellent analytical capabilities including excel relational database skills minimum 3 years work experience position approved relocation assistance thermo fisher scientific inc nyse tmo world leader serving science revenues 17 billion 50 000 employees 50 countries mission enable customers make world healthier cleaner safer help customers accelerate life sciences research solve complex analytical challenges improve patient diagnostics increase laboratory productivity four premier brands life technologies thermo scientific fisher scientific unity lab services offer unmatched combination innovative technologies purchasing convenience comprehensive support information please visit employees share common set values integrity intensity innovation involvement ability grow year year driven ability attract develop retain world class people thrive environment share desire improve mankind enabling customers make world healthier cleaner safer share values looking employer strongly committed developing talent rewarding achievement come grow us thermo fisher scientific thermo fisher scientific equal employment opportunity affirmative action employer vevraa federal contractor thermo fisher scientific senior pricing analyst us pa pittsburgh,0
new pro martial arts franchise opening folsom california seeks highly motivated membership sales professional full time program director help shape company success ground right candidate enjoys working children families friendly positive proven membership sales experience excellent communication skills previous experience community outreach marketing background plus prior martial arts background required primary duties include new student recruitment registration membership product sales upgrade selling community outreach marketing business cross promotion student retention staff facility general management child abuse clearance criminal background check required must willing work evenings weekends base plus commission pro martial arts pro martial arts far kicking punching karate workouts kids adults beginners experts karate kickboxing much every class pro martial arts includes core focus building confidence staying safe developing character program director help kids build character us ca folsom full time applicable unspecified retail,0
position summary top notch quality assurance engineer solid programming skills please read position work closely small number agile teams serving qa engineer drive processes tools used achieve automated regression functional testing ​ responsibilities testing qualifying software providing quality assurance full set restful apis leading workshops training supporting technical discussions around integration software qa process including developing implementing maintaining test plans test scenarios test cases analyze requirement design specifications test case development recommend test automation approach tools frameworks develop test infrastructure custom automation tools needed expand test coverage enable non functional testing perform manual automated tests website applications perform white box black box testing prioritize test execution find report defects detailed accurate concise steps reproduce assist developers discovering researching defects recommend system enhancements complete ownership testing across multiple applications build varied set tools ​technologies hands testing includes analyzing requirements preparing test plans building appropriate test cases validate functionality built support execution application testing phase functional amp non functional ensure software meets requirements changes placed production ​ liaison ​co ordination technology groups across sites coordinate ​execute end end testing drive efforts test automation includes planning hands scripting oversight resources working automation ​ experience breaking complex software systems experience evaluating software architectures designs identify potential quality performance scalability weaknesses limitations developing automated test regimen fully exercise suspect areas experience leading qa process development execution documentation strong command manual automated testing methodologies general quality concepts experience agile sdlc troubleshooting tech support lightning speeds experience scripting software automation testing products including qtp amp selenium extensive knowledge web technologies experience testing web apis ​rest services extensive knowledge languages sql php angularjs nodejs high level languages c amp java experience testing hosted ​cloud saas web applications highly desirable experience testing mobile applications desirable bachelor computer science related field ability multitask detail oriented us ut murray full time mid senior level bachelor degree internet,0
tidewater finance co established 1992 initial purpose purchasing servicing retail installment contracts two divisions tidewater credit services providing indirect consumer retail finance options tidewater motor credit providing indirect consumer auto financing remain committed offering partnership dealers consumers create win win win situation success relies solely success dealers consumers full time positions include following benefits 40 vacation hours 6 months employment 80 vacation hours 1 year employment 6 paid holidays well anniversary holiday benefit paid personal sick leave 90 days employment full benefits include health dental life disability insurance 401k plan company match 6 months employment based upon quarterly entry date incentive bonuses individual team goals certain positions bilingual spanish eligible differential pay tidewater finance company seeking full time marketing dealer representative contribute marketing sales team position responsible initiating developing maintaining strong business relationship using established sales techniques auto dealers assigned market qualified candidates possess strong background customer relations business development familiarity finance industry automotive plus primary responsibilities include limited following maintaining building automobile dealer relationships via contact phone e mail direct visits correspondence facilitate new dealer sign include background investigation provide ongoing training coordination source current relationships prospects developing joint marketing initiatives follow pending credit applications contracts prepare analyze activity reports monitor trends increase sales market penetration share strategies maintain competitive advantages position requires following qualifications previous finance auto financing auto dealer experience areas sales marketing underwriting customer service preferred sub prime non prime auto finance experience plus knowledge local market existing dealer base relationships specific market area strong customer service skills high level accountability ability effectively prioritize tasks exceptional time management organizational skills proficient microsoft office suite must effective communication skills written verbal listening standard hours position monday friday adjustments required accommodate dealer operating hours must able travel within assigned territory monthly overnights approximately 15 time company offers competitive salary plus commissions well comprehensive benefits package full time employees including auto allowance 40 vacation hours 6 months employment 80 vacation hours 1 year employment 6 paid holidays well anniversary holiday benefit paid personal sick leave 90 days employment health dental life disability insurance well aflac supplemental insurance 401k plan company match six months employment however quarterly enrollment periods company offers competitive salary plus commissions well comprehensive benefits package full time employees including auto allowance 40 vacation hours 6 months employment 80 vacation hours 1 year employment 6 paid holidays well anniversary holiday benefit paid personal sick leave 90 days employment health dental life disability insurance well aflac supplemental insurance 401k plan company match six months employment however quarterly enrollment periods apply please visit website click careers page tidewater finance company equal opportunity employer aspects employment without regard race age sex including pregnancy marital status religion disability genetic information military status characteristic status protected law tidewater finance company includes tidewater motor credit tidewater credit services marketing representative us ca oakland full time associate unspecified financial services sales,0
founded 1993 group short years earned excellent reputation performance amp consistent repeatable quality group committed reinvesting profits grow product lines make hascor efficient responsive customer oriented company kind anywhere clear agenda belief provide quality products services customers sell find reasons buy us strive every day make reality strategy supply customer location worldwide matter size requirement motto supply customer 1 kg 100000 kg time place group worldwide presence company offices well expansive agent network produce materials iso 9001 2008 certification approved quality department perry johnson constantly strive innovate every situation constraint offer customers innovative tailor made solutions welcome inquiries challenge meet raw material needs oversee plant operations monitor troubleshoot operating equipment load unload trucks containers oversee forklift operations perform general housekeeping ensure plant adheres safety environmental rules conceptualize design implement plant improvement projects identify process deviations perform root corrective action handle material cargo perform preventive routine maintenance replenish inventory needed hire train supervise employees devise schedules shifts flexible scheduleminimum 5 years experience knowledge excel word power point strong communication skills team player mechanical back ground inventory control long term view hands supervisor willing think outside box quick learner able communicate spanish ability operate forklifts references 16 00 hr starting pay performance bonus production supervisor us tx houston full time media production manufacturing,1
optimal business action created 2005 order provide high quality personalized hr services medium large cap companies operating greece balkans middle east seven years later present athens bucharest dubai several companies client list including major banks pharmaceuticals hotel amp retail chains large firms one nine hr firms greece operating temping permit issued labor ministry among offer employee evaluations based combination minnesota multiphasic personality inventory mmpi rorschach tests amongst advantages extensive candidate network use industry specialized recruiters technology tools including candidate pre recorded interviews competitive success fee structure subsidiaries creative hr created 2010 order undertake human capital intensive projects hr department restructurings provide hr consulting services itechscope recruitment created 2011 first international recruitment company greece specializing sourcing placing personnel companies operating fields information technology telecommunications engineering optimal hr middle east fzc created 2013 group entity uae providing clients recruiting consulting training products services partnerships 2014 optimal exclusive gi group partner greece uae offering vast array products services well sourcing access candidates 32 countries around world gi one world leading hr companies providing services development labor market employs staff almost 2 500 people 2013 turnover approached 1 5 billion exclusive representation agreement uk aps line evaluation products teique engagement survey 360 survey exclusive collaboration chris daffy customer experience training programs also work uk epigon training amp development nlp based training seminars please contact us 30 210 32 59 350 gr amp 971 0 56 39 33 546 uae e mail us optimal business action behalf client luxury hotel alexandria egypt looking recruit food amp beverage guest relation personnel guest relation f amp b responsible greeting guests serving needs guests patron food beverage facilities hotel main duties greet guests correct standard escort allocated tables menus wine list ensure log book completed service period answer telephone calls correct standards deal guest enquiries reservations allocate daily bookings table plan ensure menus memos ready desk prior service fluency english similar professional experience organizational abilities interpersonal skills attention detail high level accuracy stress amp time management skills full accommodation amp 3 meals per day 15 days per year amp weekly day one round trip ticket per year annual contract renewed upon agreement two parties health insurance food beverage guest relation alexandria egypt eg food beverages,0
role software developer analyst work closely highly talented team build deploy enterprise business applications involvement entire development process design implementation application software developer analyst also work closely jad web applications including limited technical functional design database design well user interface design software developer analysts qualifications strong software development experience experience full development lifecycle core design patterns best practices experience building enterprise level solutions minimum requirements software developer analyst must highly skilled functional technical person excellent leadership communication skills oral written skills experience developing programming web based applications experience algorithms developingminimum technical requirements experience net 4 0 entityframework ms sql server linq experience following preferred required biztalk ui controls net developers us il chicago full time mid senior level bachelor degree computer software information technology,0
novitex enterprise solutions formerly pitney bowes management services delivers innovative document communications management solutions help companies around world drive business process efficiencies increase productivity reduce costs improve customer satisfaction almost 30 years clients turned us integrate optimize enterprise wide business processes empower employees increase productivity maximize results trusted partner continually focus delivering secure technology enabled document communications solutions improve clients work processes enhance customer interactions drive growth driver ii based sterling va right candidate integral part talented team supporting continued growth responsibilities operate mailing copy fax equipment shipping amp receiving order supplies update employee lists pick deliver mail parcels copy jobs faxes customers lift large bundles mail overnight packages shipments paper handle time sensitive material like confidential urgent packages maintain copier equipment provide courier amp messenger services maintain highest levels customer care demonstrating friendly cooperative attitude demonstrate flexibility satisfying customer demands high volume production environment consistently adhere business procedure guidelines take direction supervisor site manager participate cross training maintain logs reporting documentation attention detail adhere safety procedures perform tasks assigned person must able significant walking willing submit pre employment drug screening criminal background check qualifications keyboarding windows environment pc skills preferred excellent communication skills verbal written ability effectively work individually team environment competency performing multiple functional tasks must clean driving record must able pass dot medical certification physical duties include fueling cleaning vehicles must valid driver license good driving record note good defined following 1 less three moving violations previous three years 2 duis dwi 3 careless reckless driving violations 4 driving suspended violations us va sterling full time entry level high school equivalent financial services general business,0
help teachers get safe amp secure jobs abroad play kids get paid love travel jobs asia 1 500 usd monthly 200 cost living housing provided private furnished airfare reimbursedexcellent student loans credit cards gabriel adkins 12 month contract apply today university degree required tefl tesol celta teaching experience preferred necessary canada us passport holders see job description english teacher abroad us mo university city contract bachelor degree education management,0
corporate overview aker solutions global provider products systems services oil gas industry engineering design technology bring discoveries production maximize recovery petroleum field employ approximately 28 000 people 30 countries go information business people values looking individuals prepared take position position within aker solutions also position exciting challenges global oil gas industry faces future aker solutions looking recruit project subcontracting manager based houston office usa currently expanding need new talents strengthen team support ambitious plans within subsea market responsibilities tasks overall responsibility management joint venture jv contracts ie management subcontracts fabrication test activities service base country region execution promote hse quality mindset time delivery co operation proactive resolution oriented mindset continuous improvement participate project system definition phase heavily engaged detailing amp fabrication assembly integration test phases part project management team jointly accountable achieving project objectives budget scope time schedule quality execution overall managing resources part jv well subcontracting site teams participate tender teams bidding new sps msp projects review itt determine client requirements local content hence subcontracting establish project specific terms amp conditions purchase orders subcontractors required including lci requirements prepare negotiate mou contracts potential partners subcontractors local suppliers part bd tendering activities part project execution reviewing analysing subcontractors local supplier quotations required managing contracts towards local suppliers subcontractors wrt scope time cost qualityexecution site ensure timely delivery product areas deliveries including engineering documents hw local content execution ensure timely handling deviations authorized take implement necessary decisions ensure efficient performance construction testing ensure mechanical completion site ensure development final documentation coordinate site facilitate system integration testing sit ensure required tooling available testing ensure sls local service base participation project system definition phase including proper handover ensure proper tidying handling test eq remained stock site end project scope management report project management core team contractual commercial issues related sub contractors prepare list necessary commercial contractual qualifications inclusion tenders projects subcontract amendments variation ensure fabrication accordance design assist claims management claims resolutiontime management coordinate supplies site cpi free issued items fabrication testing activities overlook fabrication manufacturing testing activities ensure timely deliveriesquality management review quality plans internal subcontracted fabrication follow fabrication sites proper implementation communication management ensure efficient communication project manufacturing sites report progress construction fabrication testing activitieshse management provide feedback supervise hse plans since early project coordinate monitor hse requirements construction testing ensure top hse standards ensure site hse activities actions participate document sja regular ad hoc inspections train sit team handle sit visitors get photo permissions sit resources etc corporate overview aker solutions global provider products systems services oil gas industry engineering design technology bring discoveries production maximize recovery petroleum field employ approximately 28 000 people 30 countries go information business people values looking individuals prepared take position position within aker solutions also position exciting challenges global oil gas industry faces future aker solutions looking recruit project subcontracting manager based houston office usa currently expanding need new talents strengthen team support ambitious plans within subsea market responsibilities tasks overall responsibility management joint venture jv contracts ie management subcontracts fabrication test activities service base country region execution promote hse quality mindset time delivery co operation proactive resolution oriented mindset continuous improvement participate project system definition phase heavily engaged detailing amp fabrication assembly integration test phases part project management team jointly accountable achieving project objectives budget scope time schedule quality execution overall managing resources part jv well subcontracting site teams participate tender teams bidding new sps msp projects review itt determine client requirements local content hence subcontracting establish project specific terms amp conditions purchase orders subcontractors required including lci requirements prepare negotiate mou contracts potential partners subcontractors local suppliers part bd tendering activities part project execution reviewing analysing subcontractors local supplier quotations required managing contracts towards local suppliers subcontractors wrt scope time cost qualityexecution site ensure timely delivery product areas deliveries including engineering documents hw local content execution ensure timely handling deviations authorized take implement necessary decisions ensure efficient performance construction testing ensure mechanical completion site ensure development final documentation coordinate site facilitate system integration testing sit ensure required tooling available testing ensure sls local service base participation project system definition phase including proper handover ensure proper tidying handling test eq remained stock site end project scope management report project management core team contractual commercial issues related sub contractors prepare list necessary commercial contractual qualifications inclusion tenders projects subcontract amendments variation ensure fabrication accordance design assist claims management claims resolutiontime management coordinate supplies site cpi free issued items fabrication testing activities overlook fabrication manufacturing testing activities ensure timely deliveriesquality management review quality plans internal subcontracted fabrication follow fabrication sites proper implementation communication management ensure efficient communication project manufacturing sites report progress construction fabrication testing activitieshse management provide feedback supervise hse plans since early project coordinate monitor hse requirements construction testing ensure top hse standards ensure site hse activities actions participate document sja regular ad hoc inspections train sit team handle sit visitors get photo permissions sit resources etc qualifications amp personal attributes msc engineering business administration 10 years experience international oil amp gas infrastructure industries lead construction position 3 years experience handling contractual issues within engineering construction projects offshore subsea applications fundamental knowledge contract drafting negotiating background law business norms aker subsea aker solutions contract standards basic understanding erp systems preferably sap basic understanding planning tools preferably primavera good communication leadership skills good knowledge english language systematic analytical high integrity ethical values ability work operationally strategically flexibility travelling stationing rotation required according project needs offer friendly colleagues industry bright future environment encouraged develop skills share knowledge colleagues competitive benefits strong focus work life balance us tx houston oil energy,1
